#####    flow0  tpr1   tpr2   tpr4
00001,    00000,  00000,  00000,  00000
00002,    00100,  00017,  00034,  00056
00003,    00099,  00019,  00036,  00060
00004,    00099,  00020,  00033,  00063
00005,    00098,  00017,  00036,  00061
00006,    00096,  00018,  00034,  00061
00007,    00095,  00018,  00035,  00066
00008,    00093,  00018,  00035,  00063
00009,    00090,  00017,  00039,  00065
00010,    00087,  00018,  00039,  00067
00011,    00084,  00021,  00039,  00069
00012,    00081,  00023,  00040,  00071
00013,    00078,  00021,  00042,  00074
00014,    00074,  00024,  00045,  00079
00015,    00070,  00025,  00049,  00082
00016,    00066,  00028,  00050,  00086
00017,    00062,  00027,  00058,  00095
00018,    00058,  00028,  00058,  00098
00019,    00054,  00031,  00063,  00100
00020,    00050,  00037,  00068,  00100
00021,    00047,  00035,  00075,  00100
00022,    00043,  00038,  00081,  00100
00023,    00039,  00045,  00082,  00100
00024,    00036,  00049,  00089,  00100
00025,    00033,  00046,  00096,  00100
00026,    00030,  00050,  00097,  00100
00027,    00027,  00064,  00100,  00100
00028,    00025,  00070,  00100,  00100
00029,    00023,  00076,  00100,  00100
00030,    00022,  00074,  00100,  00100
00031,    00021,  00077,  00100,  00100
00032,    00020,  00086,  00100,  00100
00033,    00020,  00084,  00100,  00100
00034,    00020,  00090,  00100,  00100
00035,    00020,  00094,  00100,  00100
00036,    00021,  00090,  00100,  00100
00037,    00022,  00083,  00100,  00100
00038,    00024,  00084,  00100,  00100
00039,    00026,  00071,  00100,  00100
00040,    00028,  00072,  00100,  00100
00041,    00030,  00062,  00100,  00100
00042,    00033,  00064,  00098,  00100
00043,    00037,  00057,  00095,  00099
00044,    00040,  00051,  00087,  00100
00045,    00043,  00043,  00084,  00100
00046,    00047,  00040,  00074,  00100
00047,    00051,  00039,  00066,  00100
00048,    00055,  00035,  00060,  00099
00049,    00059,  00034,  00057,  00099
00050,    00063,  00029,  00052,  00099
00051,    00067,  00028,  00049,  00095
00052,    00071,  00030,  00051,  00089
00053,    00075,  00024,  00051,  00084
00054,    00078,  00024,  00045,  00083
00055,    00082,  00024,  00042,  00076
00056,    00085,  00022,  00039,  00074
00057,    00088,  00022,  00041,  00070
00058,    00091,  00019,  00039,  00070
00059,    00093,  00019,  00039,  00066
00060,    00095,  00019,  00037,  00065
00061,    00097,  00017,  00038,  00063
00062,    00098,  00018,  00034,  00062
00063,    00099,  00016,  00037,  00061
