#idx, ts,vnf0(nfvi0),tpr,ncore,vnf1(nfvi0),tpr,ncore
72, 171856, 2380990, 96, 5, 16340900, 63, 5
73, 171857, 2381530, 100, 5, 16321400, 63, 5
74, 171858, 2381670, 93, 5, 16349800, 63, 5
75, 171859, 2381440, 100, 5, 16323800, 63, 5
76, 171900, 2381570, 100, 5, 16344800, 63, 5
77, 171902, 2381380, 100, 5, 16343700, 63, 5
78, 171903, 2381320, 96, 5, 16323600, 63, 5
79, 171904, 2381120, 100, 5, 16346200, 63, 5
80, 171905, 2381300, 95, 5, 16324600, 63, 5
81, 171906, 2381380, 96, 5, 16346700, 63, 5
82, 171907, 2380800, 100, 5, 16319300, 63, 5
83, 171908, 2380800, 93, 5, 16344200, 63, 5
84, 171910, 2380860, 94, 5, 16346500, 63, 5
85, 171911, 2382210, 96, 5, 16328600, 63, 5
86, 171912, 2381180, 96, 5, 16343200, 63, 5
87, 171914, 2381440, 95, 5, 16346100, 63, 5
88, 171915, 2381380, 95, 5, 16319100, 63, 5
89, 171916, 5953460, 94, 5, 11865700, 88, 5
90, 171918, 7090010, 96, 5, 10185000, 91, 5
91, 171920, 8331160, 97, 5, 8331310, 97, 5
92, 171921, 11792400, 85, 5, 6000290, 94, 5
93, 171922, 11886600, 85, 5, 4252310, 95, 5
94, 171924, 16349000, 61, 5, 2382410, 100, 5
95, 171925, 16159400, 61, 5, 2352770, 96, 5
96, 171927, 16342200, 61, 5, 2379040, 100, 5
97, 171928, 16351300, 61, 5, 2383090, 96, 5
98, 171929, 16346500, 61, 5, 2379990, 100, 5
99, 171930, 16344000, 61, 5, 2381560, 96, 5
100, 171931, 16346400, 61, 5, 2380790, 96, 5
101, 171933, 16347200, 61, 5, 2379660, 96, 5
102, 171934, 16346200, 61, 5, 2381840, 96, 5
103, 171935, 16347200, 61, 5, 2379810, 100, 5
104, 171936, 16343300, 61, 5, 2380920, 100, 5
105, 171937, 16343500, 61, 5, 2379170, 95, 5
106, 171938, 16343000, 61, 5, 2379690, 100, 5
107, 171940, 16349100, 61, 5, 2382640, 100, 5
108, 171941, 16347000, 61, 5, 2379540, 96, 5
109, 171942, 16338300, 61, 5, 2381020, 96, 5
110, 171943, 16346900, 61, 5, 2379850, 100, 5
111, 171944, 16348700, 61, 5, 2382300, 96, 5
112, 171945, 16344500, 61, 5, 2379580, 100, 5
113, 171947, 16346200, 61, 5, 2379760, 100, 5
114, 171948, 16347000, 61, 5, 2379940, 100, 5
115, 171950, 16347500, 61, 5, 2381920, 96, 5
116, 171951, 16343300, 61, 5, 2379560, 100, 5
117, 171952, 16342600, 61, 5, 2381630, 100, 5
118, 171953, 16344600, 61, 5, 2379470, 100, 5
119, 171955, 16348900, 61, 5, 2379430, 100, 5
120, 171956, 16348800, 61, 5, 2382680, 100, 5
121, 171957, 16349300, 61, 5, 2380120, 100, 5
122, 171959, 16169500, 61, 5, 2379640, 96, 5
123, 172000, 16348200, 61, 5, 2382370, 100, 5
124, 172001, 16349500, 61, 5, 2380290, 96, 5
125, 172002, 16338000, 61, 5, 2380860, 100, 5
126, 172003, 16346600, 61, 5, 2379370, 95, 5
127, 172004, 16347400, 61, 5, 2380850, 93, 5
128, 172006, 12251100, 82, 5, 5655720, 100, 5
129, 172007, 11886500, 85, 5, 5952210, 100, 5
130, 172008, 10413000, 89, 5, 6942320, 96, 5
131, 172009, 8332000, 97, 5, 8324190, 97, 5
132, 172010, 8333370, 100, 5, 8335070, 97, 5
133, 172011, 6158740, 94, 5, 11562300, 87, 5
134, 172012, 5953710, 94, 5, 11882000, 87, 5
135, 172013, 4482030, 100, 5, 13704600, 75, 5
136, 172014, 2380660, 93, 5, 16345600, 63, 5
137, 172016, 2381200, 100, 5, 16346400, 63, 5
138, 172017, 2380930, 96, 5, 16320200, 63, 5
139, 172018, 2381570, 96, 5, 16348200, 63, 5
140, 172019, 2380810, 96, 5, 16316600, 63, 5
141, 172020, 2380810, 100, 5, 16339900, 63, 5
142, 172021, 2380910, 100, 5, 16317700, 63, 5
143, 172022, 2381180, 94, 5, 16344600, 63, 5
144, 172023, 2381120, 100, 5, 16323100, 63, 5
145, 172024, 2380290, 100, 5, 16322800, 63, 5
146, 172026, 2381190, 100, 5, 16345300, 94, 5
147, 172027, 2382010, 96, 5, 16328500, 63, 5
148, 172028, 2381440, 95, 5, 16345700, 63, 5
149, 172029, 2380160, 93, 5, 16322700, 63, 5
150, 172030, 2381380, 100, 5, 16347000, 63, 5
151, 172031, 2381230, 96, 5, 16323100, 63, 5
152, 172032, 2381520, 100, 5, 16346300, 63, 5
153, 172033, 2381180, 95, 5, 16324300, 63, 5
154, 172034, 2380300, 94, 5, 16344400, 63, 5
155, 172035, 2381490, 100, 5, 16323800, 63, 5
156, 172037, 2381700, 94, 5, 16321700, 63, 5
157, 172038, 2381760, 100, 5, 16349700, 63, 5
158, 172039, 2381800, 100, 5, 16325800, 63, 5
159, 172040, 2380250, 93, 5, 16335300, 63, 5
160, 172041, 2381380, 96, 5, 16323500, 63, 5
161, 172042, 2380930, 100, 5, 16340000, 63, 5
162, 172043, 2381060, 100, 5, 16325000, 63, 5
163, 172044, 2381120, 100, 5, 16345400, 62, 5
164, 172045, 2381700, 100, 5, 16327100, 63, 5
165, 172046, 2380930, 96, 5, 16338700, 63, 5
166, 172047, 2380930, 96, 5, 16319500, 63, 5
167, 172048, 2381380, 96, 5, 16347600, 63, 5
168, 172049, 2381180, 100, 5, 16326600, 63, 5
169, 172051, 2381640, 100, 5, 16325100, 63, 5
170, 172052, 2381380, 96, 5, 16346800, 63, 5
171, 172053, 2381310, 96, 5, 16322700, 63, 5
172, 172054, 2381280, 100, 5, 16346100, 63, 5
173, 172055, 2381150, 100, 5, 16321200, 63, 5
174, 172056, 5450590, 100, 5, 12501500, 82, 5
175, 172057, 5954910, 94, 5, 11869700, 87, 5
176, 172058, 6803780, 95, 5, 10617600, 90, 5
177, 172059, 8329830, 97, 5, 8322960, 97, 5
178, 172100, 8332160, 97, 5, 8333930, 97, 5
179, 172101, 11365300, 86, 5, 6290560, 95, 5
180, 172102, 11880000, 85, 5, 5953590, 94, 5
181, 172103, 7679320, 85, 5, 3844040, 100, 5
182, 172105, 0, 100, 5, 0, 100, 5
183, 172106, 0, 100, 5, 0, 100, 5
184, 172107, 0, 100, 5, 0, 100, 5
185, 172108, 0, 100, 5, 0, 100, 5
186, 172109, 0, 100, 5, 0, 100, 5
