#idx, ts,vnf0(nfvi0),tpr,ncore,vnf1(nfvi0),tpr,ncore
124, 002040, 10476800, 100, 8, 6972870, 98, 4
125, 002041, 11040700, 92, 8, 6578970, 97, 4
126, 002042, 10919100, 100, 8, 6513000, 100, 4
127, 002043, 11479400, 93, 8, 6143570, 97, 4
128, 002044, 11511700, 93, 8, 5919580, 96, 4
129, 002045, 11644800, 93, 8, 5783880, 96, 4
130, 002046, 12246900, 93, 8, 5393530, 95, 4
131, 002047, 12110300, 100, 8, 5327800, 95, 4
132, 002048, 12471300, 94, 8, 5177500, 95, 4
133, 002049, 12419700, 94, 8, 5033300, 95, 4
134, 002050, 12542100, 100, 8, 4909550, 95, 4
135, 002052, 13146900, 100, 8, 4488400, 96, 4
136, 002053, 13001300, 95, 8, 4443790, 96, 4
137, 002054, 13361000, 95, 8, 4273630, 96, 4
138, 002055, 13355300, 95, 8, 4079850, 96, 4
139, 002056, 13729800, 95, 8, 3892040, 96, 4
140, 002057, 13579800, 95, 8, 3845450, 100, 4
141, 002058, 13941900, 95, 8, 3681220, 96, 4
142, 002059, 13871000, 96, 8, 3551380, 96, 4
143, 002100, 13937400, 96, 8, 3495560, 96, 4
144, 002101, 14343600, 96, 8, 3293500, 100, 4
145, 002102, 14182700, 96, 8, 3259480, 100, 4
146, 002103, 14552200, 96, 8, 3082520, 96, 4
147, 002104, 14476600, 96, 8, 2962790, 96, 4
148, 002105, 14470900, 96, 8, 2959370, 100, 4
149, 002106, 14638700, 96, 8, 2996010, 96, 4
150, 002107, 14476500, 96, 8, 2960190, 100, 4
151, 002108, 14635000, 100, 8, 2995410, 96, 4
152, 002110, 14477000, 96, 8, 2960220, 96, 4
153, 002111, 14476300, 96, 8, 2962980, 96, 4
154, 002112, 14632400, 96, 8, 2963100, 96, 4
155, 002113, 14638300, 96, 8, 2993300, 96, 4
156, 002114, 14471600, 96, 8, 2961800, 96, 4
157, 002115, 14475400, 96, 8, 2959930, 100, 4
158, 002116, 14638300, 96, 8, 2995880, 96, 4
159, 002117, 14561100, 96, 8, 2977270, 100, 4
160, 002118, 14477500, 96, 8, 2962800, 100, 4
161, 002119, 14638100, 96, 8, 2993190, 100, 4
162, 002120, 14370000, 96, 8, 3005480, 96, 4
163, 002121, 14343300, 96, 8, 3293620, 96, 4
164, 002122, 14185200, 96, 8, 3260060, 96, 4
165, 002123, 13975500, 96, 8, 3457520, 96, 4
166, 002124, 14030600, 100, 8, 3595890, 96, 4
167, 002125, 13820800, 95, 8, 3603120, 96, 4
168, 002126, 13732300, 95, 8, 3892590, 96, 4
169, 002128, 13580900, 95, 8, 3845610, 96, 4
170, 002129, 13390600, 95, 8, 4049580, 96, 4
171, 002130, 13449400, 95, 8, 4248110, 96, 4
172, 002131, 12829400, 100, 8, 4788590, 95, 4
173, 002132, 12689400, 94, 8, 4741690, 95, 4
174, 002133, 12508200, 94, 8, 4933780, 95, 4
175, 002134, 12556500, 100, 8, 5094310, 100, 4
176, 002135, 12319300, 94, 8, 5129240, 95, 4
177, 002136, 11949500, 100, 8, 5693380, 96, 4
178, 002137, 11816700, 93, 8, 5624360, 96, 4
179, 002138, 11429600, 93, 8, 6018960, 97, 4
180, 002139, 11355600, 92, 8, 6284490, 97, 4
181, 002140, 11135400, 100, 8, 6312680, 97, 4
182, 002141, 10635900, 92, 8, 6807280, 98, 4
183, 002142, 10753300, 92, 8, 6888630, 98, 4
184, 002143, 10445300, 91, 8, 6998650, 98, 4
185, 002145, 10462400, 91, 8, 7188120, 98, 4
186, 002146, 10257600, 91, 8, 7189490, 98, 4
187, 002147, 9762830, 90, 8, 7694230, 98, 4
188, 002148, 9384420, 100, 8, 8080510, 94, 4
189, 002149, 9277740, 89, 8, 8375790, 100, 4
190, 002150, 9090400, 100, 8, 8378770, 91, 4
191, 002151, 8581280, 100, 8, 8872660, 86, 4
192, 002152, 8675070, 89, 8, 8979860, 86, 4
193, 002153, 8206400, 89, 8, 9252530, 82, 4
194, 002154, 8087020, 89, 8, 9583430, 80, 4
195, 002155, 7911560, 100, 8, 9544500, 80, 4
196, 002156, 7393520, 85, 8, 10058700, 76, 4
197, 002157, 7477140, 85, 8, 10160500, 76, 4
198, 002158, 7021570, 84, 8, 10431500, 73, 4
199, 002159, 6884310, 100, 8, 10750600, 71, 4
200, 002200, 6731620, 100, 8, 10726400, 71, 4
201, 002201, 6224600, 82, 8, 11232100, 68, 4
202, 002203, 6295680, 82, 8, 11374500, 68, 4
203, 002204, 5851140, 82, 8, 11601000, 65, 4
204, 002205, 5693600, 100, 8, 11892500, 64, 4
205, 002206, 5033780, 87, 8, 12430800, 61, 4
206, 002207, 5089040, 87, 8, 12551600, 61, 4
207, 002208, 4851010, 100, 8, 12601800, 60, 4
208, 002209, 4791170, 88, 8, 12830700, 60, 4
209, 002210, 4701350, 100, 8, 12740900, 60, 4
210, 002211, 4439520, 100, 8, 13000300, 59, 4
211, 002212, 4488700, 89, 8, 13160700, 58, 4
212, 002213, 4074690, 89, 8, 13354200, 57, 4
213, 002214, 3893810, 89, 8, 13752500, 56, 4
214, 002215, 3816080, 89, 8, 13612600, 56, 4
215, 002216, 3554300, 88, 8, 13894500, 55, 4
216, 002217, 3594620, 88, 8, 14033800, 55, 4
217, 002218, 3374660, 86, 8, 14085600, 54, 4
218, 002220, 3295170, 100, 8, 14344200, 53, 4
219, 002221, 3259460, 100, 8, 14207600, 53, 4
220, 002222, 3295810, 100, 8, 14346300, 54, 4
221, 002223, 3080640, 100, 8, 14363600, 53, 4
222, 002224, 2995460, 100, 8, 14660800, 52, 4
223, 002225, 2961020, 89, 8, 14472200, 52, 4
224, 002226, 2995480, 100, 8, 14660300, 52, 4
225, 002227, 2962470, 89, 8, 14479300, 52, 4
226, 002228, 2984130, 100, 8, 14605600, 52, 4
227, 002229, 2962750, 89, 8, 14480600, 52, 4
228, 002230, 2995260, 89, 8, 14659100, 52, 4
229, 002231, 2962510, 89, 8, 14478900, 52, 4
230, 002232, 2995980, 89, 8, 14663100, 52, 4
231, 002233, 2962590, 100, 8, 14479800, 52, 4
232, 002234, 2962700, 100, 8, 14500300, 52, 4
233, 002235, 2995340, 83, 8, 14641100, 52, 4
234, 002236, 2962670, 100, 8, 14499500, 52, 4
235, 002238, 2995460, 89, 8, 14640500, 52, 4
236, 002239, 3137410, 100, 8, 14327200, 53, 4
237, 002240, 3259260, 100, 8, 14186600, 54, 4
238, 002241, 3555070, 88, 8, 13878200, 55, 4
239, 002242, 3594630, 88, 8, 14050800, 55, 4
240, 002243, 3727080, 100, 8, 13707200, 55, 4
241, 002244, 3850960, 89, 8, 13601100, 56, 4
242, 002245, 3916380, 100, 8, 13709700, 56, 4
243, 002246, 4146600, 100, 8, 13315600, 57, 4
244, 002247, 4192900, 89, 8, 13446900, 57, 4
245, 002248, 4314820, 100, 8, 13142400, 58, 4
246, 002249, 4439410, 89, 8, 12998500, 58, 4
247, 002250, 4532330, 88, 8, 13118000, 58, 4
248, 002251, 5033360, 100, 8, 12413400, 61, 4
249, 002252, 5089840, 100, 8, 12569400, 61, 4
250, 002253, 5203800, 100, 8, 12240800, 62, 4
251, 002254, 5392960, 82, 8, 12258900, 62, 4
252, 002256, 5372610, 82, 8, 12068600, 63, 4
253, 002257, 5925630, 100, 8, 11535500, 66, 4
254, 002258, 5991110, 100, 8, 11198800, 68, 4
255, 002259, 6515980, 82, 8, 10926100, 69, 4
256, 002300, 6624240, 82, 8, 11025500, 70, 4
257, 002301, 7105460, 84, 8, 10342700, 73, 4
258, 002302, 7185820, 84, 8, 10471400, 73, 4
259, 002303, 7432380, 86, 8, 10012800, 76, 4
260, 002304, 7693140, 100, 8, 9766700, 78, 4
261, 002305, 7809560, 88, 8, 9829070, 78, 4
262, 002306, 8290270, 100, 8, 9174590, 83, 4
263, 002307, 8383930, 89, 8, 9268210, 83, 4
264, 002308, 8616500, 89, 8, 8848920, 86, 4
265, 002309, 8877990, 100, 8, 8573020, 89, 4
266, 002310, 9008790, 89, 8, 8650700, 89, 4
267, 002311, 9477060, 89, 8, 7983150, 96, 4
268, 002312, 9581060, 100, 8, 8078740, 95, 4
269, 002314, 9793800, 90, 8, 7664110, 97, 4
270, 002315, 10056900, 91, 8, 7397550, 98, 4
271, 002316, 10181300, 91, 8, 7108730, 98, 4
272, 002317, 10464200, 91, 8, 7182340, 98, 4
273, 002318, 10655700, 92, 8, 6785810, 98, 4
274, 002319, 10923500, 100, 8, 6507460, 97, 4
275, 002320, 11066400, 92, 8, 6562560, 97, 4
276, 002321, 11505300, 93, 8, 5913480, 96, 4
277, 002322, 11638800, 93, 8, 5986500, 96, 4
278, 002323, 11831800, 93, 8, 5601710, 96, 4
279, 002324, 12107400, 93, 8, 5331890, 95, 4
280, 002325, 12255400, 93, 8, 5377920, 95, 4
281, 002326, 12423000, 94, 8, 5038500, 95, 4
282, 002327, 12558300, 94, 8, 5089000, 95, 4
283, 002328, 12727300, 94, 8, 4725030, 95, 4
284, 002329, 13000100, 95, 8, 4438760, 95, 4
285, 002330, 13147800, 95, 8, 4484410, 100, 4
286, 002332, 13298400, 95, 8, 4143110, 96, 4
287, 002333, 13449600, 95, 8, 4194240, 100, 4
288, 002334, 13442800, 100, 8, 3849480, 96, 4
289, 002335, 13737900, 95, 8, 3882620, 96, 4
290, 002336, 13868500, 100, 8, 3554180, 96, 4
291, 002337, 14029700, 96, 8, 3592200, 96, 4
292, 002338, 14032800, 96, 8, 3403400, 96, 4
293, 002339, 14292600, 96, 8, 3281910, 96, 4
294, 002340, 14186900, 96, 8, 3257580, 100, 4
295, 002341, 14475900, 96, 8, 2960100, 96, 4
296, 002342, 14641600, 96, 8, 2996410, 96, 4
297, 002343, 14478000, 96, 8, 2960530, 96, 4
298, 002344, 14636500, 96, 8, 2995640, 96, 4
299, 002345, 14472500, 96, 8, 2959330, 96, 4
300, 002346, 14479200, 96, 8, 2963410, 100, 4
301, 002347, 14637700, 96, 8, 2993310, 100, 4
302, 002349, 14478000, 100, 8, 2963180, 100, 4
303, 002350, 14641400, 96, 8, 2993710, 100, 4
304, 002351, 14476900, 96, 8, 2962860, 100, 4
305, 002352, 14641400, 100, 8, 2996340, 96, 4
306, 002353, 14474900, 96, 8, 2960240, 96, 4
307, 002354, 14638900, 96, 8, 2996200, 100, 4
308, 002355, 14472300, 100, 8, 2959650, 100, 4
309, 002356, 14188000, 96, 8, 3257350, 100, 4
310, 002357, 14346000, 96, 8, 3294120, 96, 4
311, 002358, 14187200, 96, 8, 3260520, 96, 4
312, 002359, 14344000, 96, 8, 3293310, 96, 4
313, 002400, 14186200, 96, 8, 3260140, 100, 4
314, 002401, 13878700, 96, 8, 3548000, 96, 4
315, 002402, 14027900, 96, 8, 3595020, 96, 4
316, 002403, 13734300, 95, 8, 3693960, 96, 4
317, 002404, 13582100, 95, 8, 3849780, 100, 4
318, 002405, 13731300, 95, 8, 3888130, 100, 4
319, 002407, 13013600, 95, 8, 4431880, 95, 4
320, 002408, 13146800, 94, 8, 4488840, 95, 4
321, 002409, 12852100, 94, 8, 4735990, 95, 4
322, 002410, 12832900, 94, 8, 4794550, 95, 4
323, 002411, 12124800, 93, 8, 5312730, 95, 4
324, 002412, 12246400, 93, 8, 5393760, 95, 4
325, 002413, 11968900, 93, 8, 5467560, 96, 4
326, 002414, 11811600, 93, 8, 5629240, 96, 4
327, 002415, 11942000, 93, 8, 5686240, 96, 4
328, 002416, 11248700, 92, 8, 6200920, 97, 4
329, 002417, 11351500, 92, 8, 6282540, 97, 4
330, 002418, 10954000, 92, 8, 6494520, 97, 4
331, 002419, 10635900, 92, 8, 6806270, 98, 4
332, 002420, 10752900, 92, 8, 6887470, 98, 4
333, 002421, 10080000, 91, 8, 7367380, 98, 4
334, 002422, 10171200, 91, 8, 7480500, 98, 4
335, 002424, 9791040, 90, 8, 7657060, 97, 4
336, 002425, 9477470, 89, 8, 7991380, 95, 4
337, 002426, 9582620, 100, 8, 8071910, 95, 4
338, 002427, 8904750, 100, 8, 8670190, 89, 4
339, 002428, 8613620, 89, 8, 8850630, 86, 4
340, 002429, 8289670, 89, 8, 9163740, 83, 4
341, 002430, 8384580, 89, 8, 9278840, 83, 4
342, 002431, 7723180, 100, 8, 9725580, 78, 4
343, 002432, 7777440, 88, 8, 9873960, 77, 4
344, 002433, 7430720, 86, 8, 10016900, 75, 4
345, 002434, 7104760, 85, 8, 10353700, 73, 4
346, 002435, 7182530, 100, 8, 10454800, 73, 4
347, 002436, 6549200, 100, 8, 10906300, 69, 4
348, 002437, 6588420, 83, 8, 11048600, 69, 4
349, 002438, 6386600, 82, 8, 11072300, 68, 4
350, 002439, 6226110, 82, 8, 11234700, 67, 4
351, 002440, 6294980, 100, 8, 11372700, 100, 4
352, 002442, 5667390, 82, 8, 11778300, 64, 4
353, 002443, 5695140, 100, 8, 11965800, 64, 4
354, 002444, 5372760, 100, 8, 12079500, 62, 4
355, 002445, 5089800, 87, 8, 12553200, 60, 4
356, 002446, 4759600, 100, 8, 12687900, 59, 4
357, 002447, 4770790, 87, 8, 12775000, 59, 4
358, 002448, 4488280, 88, 8, 12964200, 58, 4
359, 002449, 4192510, 90, 8, 13448100, 56, 4
360, 002450, 4130430, 90, 8, 13266100, 56, 4
361, 002451, 3919010, 89, 8, 13713600, 55, 4
362, 002452, 3850980, 100, 8, 13601400, 55, 4
363, 002453, 3768730, 100, 8, 13863100, 55, 4
364, 002454, 3555490, 88, 8, 13899500, 54, 4
365, 002455, 3554620, 89, 8, 13877400, 54, 4
366, 002456, 3323260, 100, 8, 14341400, 53, 4
367, 002457, 3259910, 89, 8, 14190900, 53, 4
368, 002458, 3172320, 88, 8, 14490800, 52, 4
369, 002500, 2962610, 100, 8, 14481100, 52, 4
370, 002501, 2995750, 89, 8, 14661500, 52, 4
371, 002502, 2962770, 100, 8, 14480700, 52, 4
372, 002503, 2995920, 90, 8, 14643600, 52, 4
373, 002504, 2962840, 100, 8, 14500600, 52, 4
374, 002505, 2995460, 100, 8, 14640400, 52, 4
375, 002506, 2962530, 100, 8, 14499300, 52, 4
376, 002507, 2962460, 90, 8, 14479300, 52, 4
377, 002508, 2995710, 85, 8, 14661400, 52, 4
378, 002509, 2962430, 100, 8, 14478700, 52, 4
379, 002510, 2995270, 100, 8, 14659300, 52, 4
380, 002511, 2962860, 100, 8, 14480900, 52, 4
381, 002512, 2962650, 100, 8, 14499300, 52, 4
382, 002513, 2995190, 100, 8, 14639700, 52, 4
383, 002514, 2962620, 89, 8, 14499100, 52, 4
384, 002515, 2995200, 100, 8, 14640200, 52, 4
385, 002516, 3228290, 100, 8, 14236400, 53, 4
386, 002518, 3259660, 89, 8, 14188900, 53, 4
387, 002519, 3411570, 100, 8, 14243900, 54, 4
388, 002520, 3554350, 89, 8, 13877100, 54, 4
389, 002521, 3817740, 100, 8, 13615700, 84, 4
390, 002522, 3893300, 100, 8, 13751200, 55, 4
391, 002523, 3964670, 100, 8, 13473000, 56, 4
392, 002524, 4145920, 89, 8, 13313700, 57, 4
393, 002525, 4191940, 89, 8, 13443900, 57, 4
394, 002526, 4404030, 100, 8, 13050200, 58, 4
395, 002527, 4488500, 88, 8, 13144600, 59, 4
396, 002528, 4662660, 100, 8, 12790700, 59, 4
397, 002529, 5033610, 87, 8, 12413800, 61, 4
398, 002530, 5089590, 100, 8, 12569200, 61, 4
399, 002531, 5555010, 82, 8, 11888500, 64, 4
400, 002532, 5694540, 100, 8, 11964900, 64, 4
401, 002533, 5740090, 82, 8, 11706000, 65, 4
402, 002535, 5924220, 100, 8, 11532100, 66, 4
403, 002536, 5989950, 82, 8, 11645600, 66, 4
404, 002537, 6587340, 100, 8, 11045600, 70, 4
405, 002538, 6731520, 100, 8, 10725900, 71, 4
406, 002539, 7105620, 100, 8, 10341900, 74, 4
407, 002540, 7183150, 84, 8, 10467400, 73, 4
408, 002541, 7612800, 87, 8, 9835860, 77, 4
409, 002542, 7779390, 100, 8, 9875430, 78, 4
410, 002543, 7905890, 100, 8, 9539870, 80, 4
411, 002544, 8291260, 100, 8, 9175560, 100, 4
412, 002545, 8382850, 100, 8, 9266480, 83, 4
413, 002546, 8790720, 100, 8, 8664640, 88, 4
414, 002547, 8977130, 89, 8, 8669010, 89, 4
415, 002548, 9089530, 89, 8, 8373800, 91, 4
416, 002549, 9475340, 100, 8, 7981230, 95, 4
417, 002550, 9583090, 100, 8, 8080210, 95, 4
418, 002552, 9972610, 90, 8, 7483700, 100, 4
419, 002553, 10168700, 90, 8, 7478110, 98, 4
420, 002554, 10258300, 91, 8, 7186580, 98, 4
421, 002555, 10636200, 100, 8, 6879210, 98, 4
422, 002556, 11136200, 100, 8, 6312320, 97, 4
423, 002557, 11353000, 92, 8, 6279160, 100, 4
424, 002558, 11280000, 93, 8, 6095300, 97, 4
425, 002559, 11637400, 100, 8, 5981500, 96, 4
426, 002600, 11507000, 100, 8, 5920350, 96, 4
427, 002601, 12145800, 93, 8, 5485480, 96, 4
428, 002602, 12109700, 93, 8, 5333920, 95, 4
429, 002603, 12299600, 94, 8, 5131540, 95, 4
430, 002604, 12832000, 100, 8, 4794150, 95, 4
431, 002605, 12687700, 94, 8, 4735460, 95, 4
432, 002606, 13090700, 94, 8, 4544170, 95, 4
433, 002607, 13000400, 95, 8, 4438730, 95, 4
434, 002608, 13096400, 100, 8, 4347280, 96, 4
435, 002610, 13444200, 95, 8, 4189280, 96, 4
436, 002611, 13294600, 95, 8, 4147460, 96, 4
437, 002612, 13927400, 95, 8, 3697600, 96, 4
438, 002613, 13872000, 96, 8, 3552160, 96, 4
439, 002614, 14345300, 96, 8, 3595720, 96, 4
440, 002615, 14183600, 96, 8, 3551820, 96, 4
441, 002616, 14185300, 96, 8, 3314610, 100, 4
442, 002617, 14343900, 96, 8, 3293810, 96, 4
443, 002618, 14273500, 96, 8, 3166580, 100, 4
444, 002619, 14641500, 96, 8, 2993760, 96, 4
445, 002620, 14478000, 96, 8, 2963140, 96, 4
446, 002621, 14476300, 96, 8, 2960110, 96, 4
447, 002622, 14637600, 96, 8, 2995960, 96, 4
448, 002623, 14476800, 96, 8, 2960460, 96, 4
449, 002624, 14638000, 96, 8, 2995840, 100, 4
450, 002625, 14473100, 96, 8, 2959640, 96, 4
451, 002626, 14477400, 96, 8, 2963040, 96, 4
452, 002628, 14637000, 96, 8, 2993130, 96, 4
453, 002629, 14477700, 96, 8, 2963180, 100, 4
454, 002630, 14639800, 96, 8, 2993520, 100, 4
455, 002631, 14478000, 96, 8, 2960430, 100, 4
456, 002632, 14639600, 96, 8, 2996140, 96, 4
457, 002633, 14388200, 96, 8, 1993020, 95, 4
458, 002634, 14343500, 100, 8, 1648460, 96, 4
459, 002635, 14180300, 96, 8, 1627070, 96, 4
460, 002636, 14182500, 96, 8, 1629950, 96, 4
461, 002637, 14344700, 96, 8, 1645820, 96, 4
462, 002638, 14095800, 96, 8, 3276730, 96, 4
463, 002639, 14027400, 96, 8, 3591360, 96, 4
464, 002640, 13874800, 96, 8, 3555330, 96, 4
465, 002641, 13421100, 95, 8, 4017250, 96, 4
466, 002642, 13443300, 95, 8, 4193240, 96, 4
467, 002643, 13212200, 95, 8, 4227170, 96, 4
468, 002644, 13145200, 95, 8, 4493430, 95, 4
469, 002646, 12996800, 95, 8, 4437550, 95, 4
470, 002647, 12758500, 94, 8, 4676030, 95, 4
471, 002648, 12832100, 94, 8, 4788680, 95, 4
472, 002649, 12246000, 93, 8, 5388140, 95, 4
473, 002650, 12110500, 93, 8, 5334100, 95, 4
474, 002651, 11641200, 93, 8, 5781180, 96, 4
475, 002652, 11636300, 100, 8, 5986800, 96, 4
476, 002653, 11431600, 93, 8, 5995970, 97, 4
477, 002654, 11351100, 92, 8, 6287810, 97, 4
478, 002655, 11226700, 92, 8, 6213090, 97, 4
479, 002656, 10773500, 92, 8, 6674710, 97, 4
480, 002657, 10751400, 100, 8, 6880780, 98, 4
481, 002658, 10483800, 91, 8, 6967740, 98, 4
482, 002659, 10170900, 91, 8, 7472950, 98, 4
483, 002700, 10055500, 100, 8, 7395480, 98, 4
484, 002701, 9616140, 89, 8, 7836550, 96, 4
485, 002702, 9582480, 89, 8, 8080020, 95, 4
486, 002704, 9319020, 100, 8, 8131730, 94, 4
487, 002705, 8977410, 89, 8, 8678800, 89, 4
488, 002706, 8877030, 100, 8, 8572060, 89, 4
489, 002707, 8384520, 89, 8, 9268540, 83, 4
490, 002708, 8141220, 100, 8, 9324570, 82, 4
491, 002709, 7748220, 100, 8, 9825340, 78, 4
492, 002710, 7693490, 100, 8, 9766300, 78, 4
493, 002711, 7333640, 85, 8, 10306100, 75, 4
494, 002712, 7104920, 100, 8, 10353900, 73, 4
495, 002713, 6963250, 100, 8, 10483900, 73, 4
496, 002714, 6588410, 82, 8, 11060400, 69, 4
