#idx, ts,vnf0(nfvi0),tpr,ncore,vnf1(nfvi0),tpr,ncore
113, 183526, 16269600, 58, 4, 2370830, 100, 4
114, 183527, 16277100, 58, 4, 2398210, 100, 4
115, 183528, 16272200, 59, 4, 2369080, 96, 4
116, 183530, 16460500, 58, 4, 2398960, 100, 4
117, 183531, 16325600, 58, 4, 2376180, 96, 4
118, 183532, 16268800, 58, 4, 2370940, 97, 4
119, 183533, 16274300, 58, 4, 2369370, 100, 4
120, 183534, 16457800, 58, 4, 2398360, 96, 4
121, 183535, 16264500, 58, 4, 2368190, 97, 4
122, 183536, 16456200, 58, 4, 2398070, 97, 4
123, 183537, 16272500, 58, 4, 2369340, 100, 4
124, 183538, 16401100, 58, 4, 2390140, 97, 4
125, 183539, 16279600, 58, 4, 2370110, 97, 4
126, 183540, 16276800, 58, 4, 2372100, 97, 4
127, 183541, 16449500, 58, 4, 2394550, 97, 4
128, 183542, 16272900, 88, 4, 2371080, 96, 4
129, 183543, 16272800, 58, 4, 2369270, 97, 4
130, 183544, 16407000, 58, 4, 2391030, 96, 4
131, 183545, 16459000, 59, 4, 2398560, 100, 4
132, 183546, 16277800, 58, 4, 2369980, 97, 4
133, 183548, 16456300, 87, 4, 2398200, 97, 4
134, 183549, 16271600, 58, 4, 2368940, 100, 4
135, 183550, 16277900, 58, 4, 2372240, 97, 4
136, 183551, 16319300, 58, 4, 2375660, 96, 4
137, 183552, 15625900, 62, 4, 3062070, 97, 4
138, 183553, 11825500, 83, 4, 5920750, 97, 4
139, 183554, 11827800, 83, 4, 5927100, 97, 4
140, 183555, 9542930, 92, 4, 7603770, 98, 4
141, 183556, 8292710, 98, 4, 8295890, 99, 4
142, 183557, 7953630, 98, 4, 9018210, 92, 4
143, 183558, 5923820, 96, 4, 11828400, 71, 4
144, 183559, 5924880, 96, 4, 11815300, 71, 4
145, 183600, 3577790, 95, 4, 14984500, 56, 4
146, 183601, 2377220, 95, 4, 16305000, 51, 4
147, 183602, 2370430, 97, 4, 16276100, 52, 4
148, 183603, 2369920, 100, 4, 16272500, 52, 4
149, 183605, 2397240, 97, 4, 16436400, 52, 4
150, 183606, 2370380, 100, 4, 16275900, 52, 4
151, 183607, 2370050, 97, 4, 16251500, 52, 4
152, 183608, 2397060, 100, 4, 16458400, 52, 4
153, 183609, 2371010, 94, 4, 16257900, 52, 4
154, 183610, 2396740, 96, 4, 16457500, 52, 4
155, 183611, 2376900, 95, 4, 16300000, 51, 4
156, 183612, 2370370, 96, 4, 16276700, 51, 4
157, 183613, 2396030, 95, 4, 16431200, 51, 4
158, 183614, 2369790, 94, 4, 16281100, 51, 4
159, 183615, 2371010, 95, 4, 16258300, 51, 4
160, 183616, 2395710, 95, 4, 16449200, 52, 4
161, 183617, 2370500, 97, 4, 16253600, 52, 4
162, 183618, 2396930, 96, 4, 16459000, 52, 4
163, 183619, 2369390, 100, 4, 16458400, 51, 4
164, 183620, 2375810, 100, 4, 16297000, 52, 4
165, 183622, 2369340, 100, 4, 16269100, 52, 4
166, 183623, 2396600, 95, 4, 16440500, 52, 4
167, 183624, 2370700, 96, 4, 16278700, 52, 4
168, 183625, 2369280, 97, 4, 16245700, 52, 4
169, 183626, 2397440, 100, 4, 16460800, 52, 4
170, 183627, 2368510, 100, 4, 16250900, 51, 4
171, 183628, 2395330, 97, 4, 16447100, 51, 4
172, 183629, 2370940, 97, 4, 16257400, 51, 4
173, 183630, 2396160, 95, 4, 16459400, 51, 4
174, 183631, 2366980, 94, 4, 16237100, 51, 4
175, 183632, 2371010, 100, 4, 16280000, 51, 4
176, 183633, 2395580, 100, 4, 16439100, 51, 4
177, 183634, 2388740, 97, 4, 16402200, 51, 4
178, 183635, 2370180, 100, 4, 16258800, 51, 4
179, 183636, 2369730, 100, 4, 16276100, 51, 4
180, 183637, 2389230, 100, 4, 16276600, 51, 4
