#####    flow0  tpr1   tpr2   tpr4 
00001,   00000, 00000, 00000, 00000
00002,   00100, 00015, 00031, 00051
00003,   00099, 00016, 00031, 00058
00004,   00099, 00017, 00030, 00053
00005,   00098, 00015, 00030, 00058
00006,   00096, 00018, 00030, 00056
00007,   00095, 00018, 00031, 00054
00008,   00093, 00015, 00030, 00058
00009,   00090, 00016, 00030, 00055
00010,   00087, 00016, 00029, 00055
00011,   00084, 00017, 00031, 00058
00012,   00081, 00018, 00030, 00057
00013,   00078, 00018, 00029, 00054
00014,   00074, 00017, 00030, 00054
00015,   00070, 00015, 00029, 00055
00016,   00066, 00016, 00031, 00057
00017,   00062, 00016, 00031, 00056
00018,   00058, 00017, 00031, 00056
00019,   00054, 00018, 00031, 00057
00020,   00050, 00019, 00034, 00059
00021,   00047, 00019, 00034, 00065
00022,   00043, 00021, 00037, 00066
00023,   00039, 00023, 00039, 00072
00024,   00036, 00024, 00043, 00079
00025,   00033, 00027, 00047, 00087
00026,   00030, 00030, 00052, 00096
00027,   00027, 00033, 00059, 00100
00028,   00025, 00040, 00058, 00100
00029,   00023, 00043, 00064, 00100
00030,   00022, 00048, 00078, 00100
00031,   00021, 00047, 00080, 00100
00032,   00020, 00051, 00082, 00100
00033,   00020, 00047, 00082, 00100
00034,   00020, 00044, 00082, 00100
00035,   00020, 00043, 00080, 00100
00036,   00021, 00046, 00085, 00100
00037,   00022, 00040, 00077, 00100
00038,   00024, 00037, 00071, 00100
00039,   00026, 00038, 00062, 00100
00040,   00028, 00037, 00059, 00100
00041,   00030, 00034, 00061, 00100
00042,   00033, 00029, 00052, 00098
00043,   00037, 00027, 00051, 00092
00044,   00040, 00025, 00041, 00086
00045,   00043, 00021, 00039, 00077
00046,   00047, 00021, 00039, 00074
00047,   00051, 00020, 00034, 00066
00048,   00055, 00018, 00029, 00060
00049,   00059, 00018, 00029, 00057
00050,   00063, 00016, 00031, 00055
00051,   00067, 00017, 00031, 00054
00052,   00071, 00018, 00031, 00054
00053,   00075, 00018, 00030, 00054
00054,   00078, 00018, 00029, 00055
00055,   00082, 00018, 00031, 00054
00056,   00085, 00018, 00030, 00057
00057,   00088, 00016, 00030, 00057
00058,   00091, 00019, 00033, 00057
00059,   00093, 00017, 00031, 00053
00060,   00095, 00017, 00030, 00056
00061,   00097, 00016, 00032, 00055
00062,   00098, 00016, 00032, 00056
00063,   00099, 00016, 00030, 00054
