#####    flow0  NT1    NT2    NT4
00001,    00100,  00009,  00018,  00031
00002,    00099,  00010,  00019,  00033
00003,    00099,  00011,  00018,  00032
00004,    00098,  00009,  00019,  00032
00005,    00096,  00010,  00019,  00032
00006,    00095,  00010,  00020,  00033
00007,    00093,  00011,  00019,  00033
00008,    00090,  00011,  00019,  00035
00009,    00087,  00012,  00020,  00036
00010,    00084,  00012,  00021,  00035
00011,    00081,  00012,  00023,  00038
00012,    00078,  00012,  00021,  00039
00013,    00074,  00012,  00024,  00040
00014,    00070,  00014,  00025,  00043
00015,    00066,  00015,  00026,  00045
00016,    00062,  00015,  00029,  00047
00017,    00058,  00016,  00031,  00050
00018,    00054,  00018,  00036,  00055
00019,    00050,  00020,  00034,  00060
00020,    00047,  00021,  00037,  00065
00021,    00043,  00022,  00042,  00069
00022,    00039,  00024,  00048,  00075
00023,    00036,  00025,  00052,  00085
00024,    00033,  00030,  00055,  00093
00025,    00030,  00033,  00055,  00097
00026,    00027,  00036,  00067,  00100
00027,    00025,  00040,  00069,  00100
00028,    00023,  00043,  00074,  00100
00029,    00022,  00047,  00078,  00100
00030,    00021,  00050,  00086,  00100
00031,    00020,  00051,  00084,  00100
00032,    00020,  00049,  00085,  00100
00033,    00020,  00050,  00085,  00100
00034,    00020,  00052,  00088,  00100
00035,    00021,  00045,  00080,  00100
00036,    00022,  00043,  00078,  00100
00037,    00024,  00050,  00072,  00100
00038,    00026,  00043,  00069,  00100
00039,    00028,  00038,  00064,  00100
00040,    00030,  00037,  00057,  00100
00041,    00033,  00033,  00053,  00099
00042,    00037,  00032,  00051,  00094
00043,    00040,  00027,  00043,  00084
00044,    00043,  00026,  00042,  00077
00045,    00047,  00025,  00036,  00071
00046,    00051,  00023,  00035,  00069
00047,    00055,  00020,  00031,  00061
00048,    00059,  00019,  00028,  00058
00049,    00063,  00018,  00026,  00053
00050,    00067,  00015,  00026,  00048
00051,    00071,  00015,  00024,  00046
00052,    00075,  00014,  00023,  00043
00053,    00078,  00013,  00022,  00041
00054,    00082,  00013,  00023,  00039
00055,    00085,  00012,  00020,  00038
00056,    00088,  00011,  00020,  00037
00057,    00091,  00011,  00021,  00034
00058,    00093,  00011,  00020,  00034
00059,    00095,  00010,  00019,  00034
00060,    00097,  00011,  00018,  00034
00061,    00098,  00010,  00019,  00033
00062,    00099,  00011,  00018,  00034
00063,    00099,  00010,  00020,  00033

