#####    flow0  tpr1   tpr2   tpr4 
00001,   00000, 00000, 00000, 00000
00002,   00100, 00054, 00091, 00093
00003,   00099, 00058, 00092, 00095
00004,   00099, 00057, 00092, 00095
00005,   00098, 00057, 00092, 00095
00006,   00096, 00055, 00091, 00095
00007,   00095, 00058, 00091, 00095
00008,   00093, 00060, 00090, 00095
00009,   00090, 00059, 00091, 00095
00010,   00087, 00057, 00091, 00095
00011,   00084, 00055, 00092, 00095
00012,   00081, 00059, 00091, 00095
00013,   00078, 00059, 00091, 00095
00014,   00074, 00056, 00091, 00095
00015,   00070, 00057, 00092, 00095
00016,   00066, 00062, 00092, 00095
00017,   00062, 00063, 00093, 00095
00018,   00058, 00060, 00093, 00095
00019,   00054, 00061, 00094, 00096
00020,   00050, 00065, 00098, 00100
00021,   00047, 00068, 00100, 00100
00022,   00043, 00072, 00100, 00100
00023,   00039, 00077, 00100, 00100
00024,   00036, 00084, 00100, 00100
00025,   00033, 00093, 00100, 00100
00026,   00030, 00098, 00100, 00100
00027,   00027, 00099, 00100, 00100
00028,   00025, 00099, 00100, 00100
00029,   00023, 00100, 00100, 00100
00030,   00022, 00100, 00100, 00100
00031,   00021, 00100, 00100, 00100
00032,   00020, 00100, 00100, 00100
00033,   00020, 00100, 00100, 00100
00034,   00020, 00100, 00100, 00100
00035,   00020, 00100, 00100, 00100
00036,   00021, 00100, 00099, 00100
00037,   00022, 00100, 00100, 00100
00038,   00024, 00100, 00100, 00100
00039,   00026, 00100, 00100, 00100
00040,   00028, 00100, 00100, 00100
00041,   00030, 00099, 00100, 00099
00042,   00033, 00088, 00100, 00099
00043,   00037, 00085, 00100, 00100
00044,   00040, 00081, 00099, 00100
00045,   00043, 00069, 00099, 00099
00046,   00047, 00067, 00100, 00100
00047,   00051, 00057, 00099, 00100
00048,   00055, 00053, 00097, 00099
00049,   00059, 00056, 00091, 00097
00050,   00063, 00054, 00090, 00095
00051,   00067, 00054, 00090, 00094
00052,   00071, 00053, 00090, 00095
00053,   00075, 00056, 00093, 00095
00054,   00078, 00057, 00091, 00095
00055,   00082, 00055, 00092, 00095
00056,   00085, 00056, 00090, 00095
00057,   00088, 00059, 00091, 00094
00058,   00091, 00057, 00091, 00095
00059,   00093, 00058, 00089, 00095
00060,   00095, 00059, 00090, 00095
00061,   00097, 00055, 00093, 00095
00062,   00098, 00054, 00093, 00095
00063,   00099, 00048, 00093, 00095
