#####    flow0  tpr1   tpr2   tpr4 
00001,   00000, 00000, 00000, 00000
00002,   00100, 00097, 00095, 00093
00003,   00099, 00097, 00096, 00094
00004,   00099, 00097, 00096, 00094
00005,   00098, 00097, 00096, 00094
00006,   00096, 00097, 00096, 00094
00007,   00095, 00097, 00096, 00094
00008,   00093, 00097, 00096, 00094
00009,   00090, 00097, 00096, 00094
00010,   00087, 00097, 00096, 00094
00011,   00084, 00097, 00096, 00094
00012,   00081, 00097, 00096, 00094
00013,   00078, 00097, 00096, 00094
00014,   00074, 00097, 00096, 00094
00015,   00070, 00097, 00096, 00094
00016,   00066, 00097, 00096, 00094
00017,   00062, 00097, 00096, 00094
00018,   00058, 00097, 00096, 00094
00019,   00054, 00099, 00099, 00097
00020,   00050, 00100, 00100, 00100
00021,   00047, 00100, 00100, 00100
00022,   00043, 00100, 00100, 00100
00023,   00039, 00100, 00100, 00100
00024,   00036, 00100, 00100, 00100
00025,   00033, 00100, 00100, 00100
00026,   00030, 00100, 00100, 00100
00027,   00027, 00100, 00100, 00100
00028,   00025, 00100, 00100, 00100
00029,   00023, 00100, 00100, 00100
00030,   00022, 00100, 00100, 00100
00031,   00021, 00100, 00100, 00100
00032,   00020, 00100, 00100, 00100
00033,   00020, 00100, 00100, 00100
00034,   00020, 00100, 00100, 00100
00035,   00020, 00100, 00100, 00100
00036,   00021, 00100, 00100, 00100
00037,   00022, 00100, 00100, 00100
00038,   00024, 00100, 00100, 00100
00039,   00026, 00100, 00100, 00100
00040,   00028, 00100, 00100, 00100
00041,   00030, 00100, 00100, 00100
00042,   00033, 00100, 00099, 00100
00043,   00037, 00100, 00099, 00100
00044,   00040, 00100, 00100, 00100
00045,   00043, 00100, 00100, 00100
00046,   00047, 00100, 00100, 00100
00047,   00051, 00100, 00100, 00100
00048,   00055, 00100, 00099, 00099
00049,   00059, 00097, 00096, 00096
00050,   00063, 00097, 00096, 00094
00051,   00067, 00097, 00096, 00094
00052,   00071, 00097, 00096, 00094
00053,   00075, 00097, 00096, 00094
00054,   00078, 00097, 00096, 00094
00055,   00082, 00097, 00096, 00094
00056,   00085, 00097, 00096, 00094
00057,   00088, 00097, 00096, 00094
00058,   00091, 00097, 00096, 00094
00059,   00093, 00097, 00096, 00094
00060,   00095, 00097, 00096, 00094
00061,   00097, 00097, 00096, 00094
00062,   00098, 00097, 00096, 00094
00063,   00099, 00097, 00096, 00094
